Dwell,Music,Dwell:Music,Dwell:B1
0.4884022790642909,0.7907755368805328,0.9657928736752861,0.9990449149118641
0.4030063479231576,0.7109942540742225,0.8142647830083358,0.24336341252040167
0.0636992206490845,0.42041379961501385,0.23597979846978218,0.5964223195004567
0.7354438586487372,0.25619802912392836,0.9536328290110844,0.2449243978484694
0.01916366437885423,0.027429601944106197,0.011590495903847309,0.0652677711473092
0.4613827699978285,0.27862742898507564,0.7847820182584445,0.5339704822223004
0.8046692146394765,0.9450304847431402,0.2812887340388642,0.10289088136804454
0.4741452721951184,0.4185662449171289,0.9508389662373457,0.8636095813674889
0.6532400008209296,0.0656488836500612,0.6021692799447593,0.5201700360539023
0.6671608462427427,0.14584135713604723,0.1947667562732332,0.6533947786947574
0.48740341633035644,0.9708988526865054,0.19892236609715108,0.946854534683604
0.16429522544053685,0.16901569700236088,0.7894376528743595,0.03061790561035794
0.09639295920483087,0.6667728209932752,0.5145334702639357,0.12348863046074461
0.6820303739740377,0.584652052818119,0.7321922587471466,0.6467143676029204
0.16855402082099386,0.9395482059655805,0.45141794350681674,0.03164905021292058
0.005868274175242428,0.006168640746588449,0.05251666349402273,0.2087005215667732
0.6511844494070024,0.4115072016555376,0.6214585013225796,0.4431252449379011
0.5531923729742224,0.5987854843808533,0.9001334680862997,0.11745032598816563
0.5496784369651135,0.6153936549206077,0.45760364101258383,0.01991252918188981
0.8313635846805952,0.003980023568642289,0.10525453783445787,0.3736380066639721
0.5672393765482231,0.38221253862572707,0.4906566005984783,0.5116829336360809
0.4560112097123073,0.9318480741286695,0.7896898839834946,0.2925915584866049
0.7322420320936571,0.78219453685744,0.7765375441330769,0.9226889087729574
0.42622272956158835,0.34544908100348504,0.6206528692936344,0.9613366175380282
0.6195448239652335,0.7427522482689851,0.888178368713753,0.09079871233847299
0.3164203033347788,0.15634425266093893,0.06909437122980353,0.2075107882787113
0.9856453091518499,0.4867879133375934,0.6656792771080056,0.137881688096836
0.7220500443175836,0.14000749631539136,0.20376891803071634,0.4367759911207625
0.3587682936848348,0.5318467023183966,0.05940761799697599,0.7396641553547421
0.15636336479636959,0.5021856563183624,0.23853940147487288,0.3610966283819462
0.060276368853183944,0.29673867447788793,0.7578583256691956,0.02571316176463967
0.5913006496606733,0.8968000592660933,0.6773578659567042,0.4735848667188678
0.39262624403370333,0.3356521348710872,0.371775372779274,0.2522842591527785
0.8908012123930495,0.7393048879351863,0.923825664039193,0.6149457403181304
0.17957018834312835,0.3677886394169159,0.789494686805157,0.2328794683608254
0.42059034880569823,0.9082936109442921,0.39390533844632897,0.795825220779849
0.6974389515814005,0.37971274305734215,0.34751290335733226,0.2570383548337235
0.4483800120157003,0.020578321883199902,0.5708640695541878,0.7921941040515081
0.9499766558628931,0.31831193627208315,0.7911250815039712,0.5596300552586595
0.6388396385050361,0.7420318747694203,0.8677036284082142,0.5737222698904754
0.4128806253843354,0.24681099219576255,0.23377541258775283,0.8326419744609299
0.12463125667426449,0.6562192813188392,0.35897139872321515,0.5638242581490213
0.46738171947130414,0.6811602166923559,0.5227494013527796,0.41349455641977684
0.506320568172434,0.0883586091632723,0.4818991664131443,0.3028758958995071
0.07665735874146103,0.7748506854118538,0.8862614533455364,0.08057600260129277
0.6532157799892376,0.5627222774857445,0.7863176639954874,0.2616817965806079
0.15907469669214958,0.8160540887049393,0.8067240910872339,0.13244009552527705
0.34220144502238936,0.3297928196808554,0.5192288086002441,0.012134930788382695
0.8871646422688745,0.055613396148296766,0.44613248268976924,0.3317905113104398
0.2380853426907095,0.31732226915299094,0.2322121143585125,0.7186893084924526
0.5678543095049705,0.1710073275515102,0.36076167469035564,0.3783498705177481
0.4973791751487747,0.8584909790829938,0.4070458444383347,0.28110661091888556
0.4843309724751395,0.10022630245550296,0.7931200321779135,0.4263387443011347
0.7719613671061197,0.019396892908861183,0.22047137190189622,0.60875840268121
0.6825007586526999,0.1429227572381609,0.25040287949744305,0.4382551535701236
0.9868464954321547,0.7045938139412471,0.5661288603914765,0.9928833143960037
0.34624483134062267,0.4226402274784969,0.4558277053091108,0.1808885234425665
0.45488652950792846,0.8773487410561067,0.611588985042005,0.8113297531914334
0.1035152543227869,0.22817618355070718,0.10415700870533681,0.020380146386396802
0.8435897175055541,0.3352865110159864,0.992847028010075,0.6978103091701285
0.28327047825969126,0.9292095831546815,0.251922474608453,0.5220644495292036
0.25869829943242995,0.06847411321642416,0.0964675881246322,0.7666791212541072
0.9114235730379852,0.033095093247657525,0.6094264199630159,0.7232189377240431
